state,date,cases
New Hampshire,2021-02-01,66058
South Carolina,2020-07-17,66060
Nevada,2020-08-24,66073
Texas,2020-06-01,66081
Virginia,2020-07-06,66102
Minnesota,2020-08-18,66107
Puerto Rico,2020-10-31,66128
Wisconsin,2020-08-11,66146
Washington,2020-08-10,66225
Michigan,2020-06-14,66246
Idaho,2020-11-02,66249
Massachusetts,2020-05-02,66263
South Dakota,2020-11-16,66278
Arkansas,2020-09-07,66280
Georgia,2020-06-24,66290
Michigan,2020-06-15,66302
Missouri,2020-08-14,66305
Oregon,2020-11-23,66334
New Hampshire,2021-02-02,66384
Maryland,2020-06-25,66397
Louisiana,2020-07-06,66435
Delaware,2021-01-12,66446
Iowa,2020-09-02,66463
Michigan,2020-06-16,66466
Montana,2020-12-04,66494
Nevada,2020-08-25,66515
Colorado,2020-09-22,66552
Washington,2020-08-11,66619
Kentucky,2020-09-22,66624
Mississippi,2020-08-08,66646
Puerto Rico,2020-11-01,66661
Minnesota,2020-08-19,66664
Pennsylvania,2020-05-18,66676
Arizona,2020-06-26,66676
Nebraska,2020-10-28,66682
Michigan,2020-06-17,66694
Oklahoma,2020-09-10,66700
Maryland,2020-06-26,66704
Wisconsin,2020-08-12,66705
New Hampshire,2021-02-03,66721
Nevada,2020-08-26,66732
Virginia,2020-07-07,66740
Arkansas,2020-09-08,66757
North Carolina,2020-07-01,66815
California,2020-05-09,66824
West Virginia,2020-12-16,66849
Ohio,2020-07-13,66853
Indiana,2020-07-30,66883
Michigan,2020-06-18,66980
Alabama,2020-07-19,67011
Maryland,2020-06-27,67032
Rhode Island,2020-12-08,67067
Kansas,2020-10-09,67086
Montana,2020-12-05,67092
New Hampshire,2021-02-04,67117
Utah,2020-09-24,67167
Washington,2020-08-12,67170
Mississippi,2020-08-09,67173
Delaware,2021-01-13,67173
Colorado,2020-09-23,67186
Kansas,2020-10-10,67193
Kansas,2020-10-11,67231
North Dakota,2020-11-18,67236
Arkansas,2020-09-09,67255
South Dakota,2020-11-17,67284
Michigan,2020-06-19,67300
Nevada,2020-08-27,67324
Oregon,2020-11-24,67337
Minnesota,2020-08-20,67354
Maryland,2020-06-28,67360
Florida,2020-06-10,67363
Virginia,2020-07-08,67375
Pennsylvania,2020-05-19,67404
Missouri,2020-08-15,67442
Idaho,2020-11-03,67504
New York,2020-03-30,67504
Tennessee,2020-07-15,67515
New Mexico,2020-11-17,67559
Kentucky,2020-09-23,67590
New Hampshire,2021-02-05,67595
South Carolina,2020-07-18,67612
Oklahoma,2020-09-11,67642
Mississippi,2020-08-10,67649
Iowa,2020-09-03,67693
Michigan,2020-06-20,67721
Colorado,2020-09-24,67745
Wisconsin,2020-08-13,67781
Georgia,2020-06-25,67796
Indiana,2020-07-31,67800
Arkansas,2020-09-10,67803
Maryland,2020-06-29,67837
Michigan,2020-06-21,67873
Montana,2020-12-06,67875
Texas,2020-06-02,67966
Nevada,2020-08-28,67984
Virginia,2020-07-09,67988
Ohio,2020-07-14,67995
California,2020-05-10,68051
New Hampshire,2021-02-06,68061
Delaware,2021-01-14,68065
Massachusetts,2020-05-03,68087
Washington,2020-08-13,68095
Connecticut,2020-10-26,68099
Michigan,2020-06-22,68144
Nebraska,2020-10-29,68150
Pennsylvania,2020-05-20,68151
Maryland,2020-06-30,68152
Illinois,2020-05-06,68164
Puerto Rico,2020-11-02,68172
Minnesota,2020-08-21,68179
Kentucky,2020-09-24,68230
Mississippi,2020-08-11,68293
Rhode Island,2020-12-09,68299
Louisiana,2020-07-07,68371
Michigan,2020-06-23,68373
New Hampshire,2021-02-07,68379
West Virginia,2020-12-17,68485
Missouri,2020-08-16,68493
New Hampshire,2021-02-08,68499
Maryland,2020-07-01,68502
Oregon,2020-11-25,68504
Colorado,2020-09-25,68506
North Carolina,2020-07-02,68512
Utah,2020-09-25,68537
Nevada,2020-08-29,68576
Washington,2020-08-14,68581
North Dakota,2020-11-19,68618
Connecticut,2020-10-27,68637
Montana,2020-12-07,68651
Oklahoma,2020-09-12,68659
South Dakota,2020-11-18,68671
Michigan,2020-06-24,68711
Delaware,2021-01-15,68727
Iowa,2020-09-04,68757
Wisconsin,2020-08-14,68761
Indiana,2020-08-01,68773
Idaho,2020-11-04,68791
New Jersey,2020-04-14,68824
Alabama,2020-07-20,68891
Minnesota,2020-08-22,68913
New Hampshire,2021-02-09,68918
Virginia,2020-07-10,68931
Puerto Rico,2020-11-03,68943
Colorado,2020-09-26,68973
Nevada,2020-08-30,68981
Arkansas,2020-09-11,68987
Maryland,2020-07-02,69015
Puerto Rico,2020-11-04,69020
Florida,2020-06-11,69061
Massachusetts,2020-05-04,69087
Connecticut,2020-10-28,69127
Washington,2020-08-15,69136
Kentucky,2020-09-25,69150
Kansas,2020-10-12,69158
Michigan,2020-06-25,69159
Rhode Island,2020-12-10,69247
New Hampshire,2021-02-10,69247
Pennsylvania,2020-05-21,69252
Ohio,2020-07-15,69311
Nevada,2020-08-31,69318
Oklahoma,2020-09-13,69354
Delaware,2021-01-16,69372
Mississippi,2020-08-12,69374
Kansas,2020-10-13,69392
Puerto Rico,2020-11-05,69416
Maryland,2020-07-03,69422
Montana,2020-12-08,69465
Colorado,2020-09-27,69472
Michigan,2020-06-26,69473
California,2020-05-11,69514
Indiana,2020-08-02,69531
Georgia,2020-06-26,69542
Texas,2020-06-03,69546
Utah,2020-09-26,69556
Wisconsin,2020-08-15,69560
New Hampshire,2021-02-11,69612
Minnesota,2020-08-23,69630
Iowa,2020-09-05,69690
Nebraska,2020-10-30,69699
Nevada,2020-09-01,69708
Arkansas,2020-09-12,69710
Maryland,2020-07-04,69724
South Dakota,2020-11-19,69742
West Virginia,2020-12-18,69751
Virginia,2020-07-11,69782
Michigan,2020-06-27,69802
Tennessee,2020-07-16,69827
Missouri,2020-08-17,69888
Washington,2020-08-16,69894
Nevada,2020-09-02,69927
Maryland,2020-07-05,69957
Colorado,2020-09-28,69967
Mississippi,2020-08-13,69986
South Carolina,2020-07-19,69986
Idaho,2020-11-05,70005
Oregon,2020-11-26,70006
North Dakota,2020-11-20,70022
Kentucky,2020-09-26,70038
Michigan,2020-06-28,70042
New Hampshire,2021-02-12,70072
Indiana,2020-08-03,70111
Arizona,2020-06-27,70152
Montana,2020-12-09,70191
Iowa,2020-09-06,70210
Arkansas,2020-09-13,70219
Oklahoma,2020-09-14,70223
Wisconsin,2020-08-16,70246
Louisiana,2020-07-08,70259
Massachusetts,2020-05-05,70271
Delaware,2021-01-17,70294
Pennsylvania,2020-05-22,70305
Nevada,2020-09-03,70319
Minnesota,2020-08-24,70344
Michigan,2020-06-29,70356
Alabama,2020-07-21,70358
Kentucky,2020-09-27,70385
Connecticut,2020-10-29,70446
North Carolina,2020-07-03,70451
New Mexico,2020-11-18,70452
Colorado,2020-09-29,70458
Maryland,2020-07-06,70497
New Hampshire,2021-02-13,70505
Washington,2020-08-17,70509
Puerto Rico,2020-11-06,70519
Iowa,2020-09-07,70537
Ohio,2020-07-16,70601
Utah,2020-09-27,70616
Arkansas,2020-09-14,70627
Kansas,2020-10-14,70665
Virginia,2020-07-12,70670
Minnesota,2020-08-25,70753
Missouri,2020-08-18,70759
Nebraska,2020-10-31,70761
Nevada,2020-09-04,70783
New Hampshire,2021-02-14,70785
Wisconsin,2020-08-17,70796
Illinois,2020-05-07,70802
Kansas,2020-10-15,70815
Rhode Island,2020-12-12,70818
Rhode Island,2020-12-13,70818
Rhode Island,2020-12-11,70818
Oregon,2020-11-27,70833
Michigan,2020-06-30,70850
Delaware,2021-01-18,70910
Mississippi,2020-08-14,70930
Indiana,2020-08-04,70944
Montana,2020-12-10,70954
Florida,2020-06-12,70963
Maryland,2020-07-07,70986
Kentucky,2020-09-28,71003
New Hampshire,2021-02-15,71017
Iowa,2020-09-08,71018
New Jersey,2020-04-15,71030
Washington,2020-08-18,71032
Georgia,2020-06-27,71066
South Dakota,2020-11-20,71070
Colorado,2020-09-30,71090
Pennsylvania,2020-05-23,71102
California,2020-05-12,71150
Nevada,2020-09-05,71184
Connecticut,2020-10-30,71207
Connecticut,2020-11-01,71207
Connecticut,2020-10-31,71207
New Hampshire,2021-02-16,71215
West Virginia,2020-12-19,71215
Michigan,2020-07-01,71279
Minnesota,2020-08-26,71285
Delaware,2021-01-19,71311
Oklahoma,2020-09-15,71314
Texas,2020-06-04,71330
Utah,2020-09-28,71442
South Carolina,2020-07-20,71445
Maryland,2020-07-08,71455
Idaho,2020-11-06,71496
Arkansas,2020-09-15,71497
Wisconsin,2020-08-18,71517
Puerto Rico,2020-11-07,71532
North Dakota,2020-11-21,71546
Iowa,2020-09-09,71594
Washington,2020-08-19,71594
Virginia,2020-07-13,71642
Pennsylvania,2020-05-24,71656
Nebraska,2020-11-01,71666
Indiana,2020-08-05,71685
Nevada,2020-09-06,71711
Puerto Rico,2020-11-08,71715
Colorado,2020-10-01,71723
North Carolina,2020-07-04,71735
Mississippi,2020-08-15,71755
Delaware,2021-01-20,71775
Missouri,2020-08-19,71802
Alabama,2020-07-22,71813
Michigan,2020-07-02,71853
Kentucky,2020-09-29,71921
Montana,2020-12-11,71931
New Hampshire,2021-02-17,71965
Massachusetts,2020-05-06,72025
Maryland,2020-07-09,72037
Nevada,2020-09-07,72048
Tennessee,2020-07-17,72072
Louisiana,2020-07-09,72102
Utah,2020-09-29,72136
Mississippi,2020-08-16,72136
Nevada,2020-09-08,72165
Puerto Rico,2020-11-09,72196
Wisconsin,2020-08-19,72204
South Dakota,2020-11-21,72214
Arkansas,2020-09-16,72219
Ohio,2020-07-17,72280
Washington,2020-08-20,72284
Oklahoma,2020-09-16,72284
Michigan,2020-07-03,72306
Nevada,2020-09-09,72317
West Virginia,2020-12-20,72342
Pennsylvania,2020-05-25,72356
New Hampshire,2021-02-18,72399
Mississippi,2020-08-17,72412
Minnesota,2020-08-27,72439
Virginia,2020-07-14,72443
Colorado,2020-10-02,72454
Puerto Rico,2020-11-10,72471
Maryland,2020-07-10,72503
Oregon,2020-11-28,72506
Kansas,2020-10-16,72509
Delaware,2021-01-21,72523
Idaho,2020-11-07,72528
Iowa,2020-09-10,72548
Kansas,2020-10-17,72616
Nevada,2020-09-10,72620
Montana,2020-12-12,72659
North Dakota,2020-11-22,72689
Michigan,2020-07-04,72702
Kansas,2020-10-18,72722
Puerto Rico,2020-11-11,72735
Indiana,2020-08-06,72741
New Hampshire,2021-02-19,72767
Washington,2020-08-21,72787
Georgia,2020-06-28,72800
Kentucky,2020-09-30,72830
Pennsylvania,2020-05-26,72873
Nevada,2020-09-11,72886
Nebraska,2020-11-02,72905
Missouri,2020-08-20,72912
Colorado,2020-10-03,72929
Michigan,2020-07-05,73027
Utah,2020-09-30,73053
Maryland,2020-07-11,73060
South Dakota,2020-11-22,73065
Wisconsin,2020-08-20,73067
North Carolina,2020-07-05,73096
New Hampshire,2021-02-20,73161
Mississippi,2020-08-18,73207
Arkansas,2020-09-17,73211
Idaho,2020-11-08,73212
California,2020-05-13,73218
Delaware,2021-01-22,73233
Minnesota,2020-08-28,73289
Nevada,2020-09-12,73291
Montana,2020-12-13,73303
Oklahoma,2020-09-17,73318
Texas,2020-06-05,73323
South Carolina,2020-07-21,73337
West Virginia,2020-12-21,73337
Washington,2020-08-22,73353
Montana,2020-12-14,73356
Colorado,2020-10-04,73389
Iowa,2020-09-11,73399
North Dakota,2020-11-23,73403
Michigan,2020-07-06,73403
New Hampshire,2021-02-21,73413
Virginia,2020-07-15,73527
Florida,2020-06-13,73544
Kentucky,2020-10-01,73619
Pennsylvania,2020-05-27,73646
Nevada,2020-09-13,73648
Illinois,2020-05-08,73688
Maryland,2020-07-12,73705
Massachusetts,2020-05-07,73721
Washington,2020-08-23,73745
Ohio,2020-07-18,73822
South Dakota,2020-11-23,73848
Connecticut,2020-11-02,73858
Nevada,2020-09-14,73889
Wisconsin,2020-08-21,73895
Delaware,2021-01-23,73915
Arizona,2020-06-28,73961
Indiana,2020-08-07,73986
Michigan,2020-07-07,74011
Colorado,2020-10-05,74029
Puerto Rico,2020-11-12,74067
Rhode Island,2020-12-14,74071
Arkansas,2020-09-18,74082
Utah,2020-10-01,74099
New Mexico,2020-11-19,74116
Oregon,2020-11-29,74120
Nebraska,2020-11-03,74120
Maryland,2020-07-13,74124
Nevada,2020-09-15,74129
Montana,2020-12-15,74160
Iowa,2020-09-12,74204
Alabama,2020-07-23,74212
Missouri,2020-08-21,74221
Washington,2020-08-24,74292
Minnesota,2020-08-29,74306
Pennsylvania,2020-05-28,74312
Nevada,2020-09-16,74377
North Dakota,2020-11-24,74407
Virginia,2020-07-16,74431
Tennessee,2020-07-18,74518
Colorado,2020-10-06,74535
Mississippi,2020-08-19,74555
Kentucky,2020-10-02,74566
Oklahoma,2020-09-18,74567
Delaware,2021-01-24,74575
Arizona,2020-06-29,74602
Kansas,2020-10-19,74616
Washington,2020-08-25,74634
Michigan,2020-07-08,74660
Iowa,2020-09-13,74675
Idaho,2020-11-09,74713
Puerto Rico,2020-11-13,74734
West Virginia,2020-12-22,74737
Wisconsin,2020-08-22,74740
Louisiana,2020-07-10,74744
Montana,2020-12-16,74764
Nevada,2020-09-17,74792
Georgia,2020-06-29,74816
Maryland,2020-07-14,74836
Connecticut,2020-11-03,74843
South Dakota,2020-11-24,74859
Kansas,2020-10-20,74883
Ohio,2020-07-19,74932
North Carolina,2020-07-06,74933
California,2020-05-14,74947
Indiana,2020-08-08,75025
South Carolina,2020-07-22,75042
Iowa,2020-09-14,75069
Pennsylvania,2020-05-29,75073
Texas,2020-06-06,75077
Nevada,2020-09-18,75153
Arkansas,2020-09-19,75160
Utah,2020-10-02,75175
Delaware,2021-01-25,75191
Wisconsin,2020-08-23,75205
Washington,2020-08-26,75207
Rhode Island,2020-12-15,75237
Minnesota,2020-08-30,75238
Michigan,2020-07-09,75247
New Jersey,2020-04-16,75317
Massachusetts,2020-05-08,75333
Connecticut,2020-11-04,75373
Puerto Rico,2020-11-14,75387
Colorado,2020-10-07,75410
Virginia,2020-07-17,75433
Mississippi,2020-08-20,75449
Oregon,2020-11-30,75454
Missouri,2020-08-22,75468
North Dakota,2020-11-25,75484
Delaware,2021-01-26,75490
Nevada,2020-09-19,75524
Montana,2020-12-17,75545
Florida,2020-06-14,75560
Maryland,2020-07-15,75576
Kentucky,2020-10-03,75576
Iowa,2020-09-15,75722
Arkansas,2020-09-20,75723
Washington,2020-08-27,75752
Wisconsin,2020-08-24,75755
Pennsylvania,2020-05-30,75789
Oklahoma,2020-09-19,75804
Delaware,2021-01-27,75832
Michigan,2020-07-10,75871
Minnesota,2020-08-31,75913
Nevada,2020-09-20,75914
West Virginia,2020-12-23,75936
Texas,2020-06-07,75948
Alabama,2020-07-24,76005
Illinois,2020-05-09,76008
Idaho,2020-11-10,76010
Montana,2020-12-18,76056
Indiana,2020-08-09,76071
Kentucky,2020-10-04,76086
Puerto Rico,2020-11-15,76094
Nevada,2020-09-21,76119
South Dakota,2020-11-26,76142
South Dakota,2020-11-25,76142
Nebraska,2020-11-04,76145
Ohio,2020-07-20,76168
Tennessee,2020-07-19,76180
Colorado,2020-10-08,76186
North Carolina,2020-07-07,76188
Rhode Island,2020-12-16,76209
New York,2020-03-31,76211
Pennsylvania,2020-05-31,76218
Utah,2020-10-03,76231
Maryland,2020-07-16,76237
Kansas,2020-10-21,76299
Mississippi,2020-08-21,76323
Missouri,2020-08-23,76339
Arkansas,2020-09-21,76364
Virginia,2020-07-18,76373
Nevada,2020-09-22,76376
Washington,2020-08-28,76397
Minnesota,2020-09-01,76404
North Dakota,2020-11-26,76448
Wisconsin,2020-08-25,76453
Delaware,2021-01-28,76495
Michigan,2020-07-11,76499
Kansas,2020-10-22,76546
South Carolina,2020-07-23,76606
Puerto Rico,2020-11-16,76631
Oregon,2020-12-01,76655
Iowa,2020-09-16,76680
Montana,2020-12-19,76708
Indiana,2020-08-10,76734
Pennsylvania,2020-06-01,76734
Massachusetts,2020-05-09,76743
Kentucky,2020-10-05,76787
Oklahoma,2020-09-20,76807
Washington,2020-08-29,76834
Nevada,2020-09-23,76907
Louisiana,2020-07-11,76911
Delaware,2021-01-29,76935
Michigan,2020-07-12,76936
Maryland,2020-07-17,76941
Arkansas,2020-09-22,76981
California,2020-05-15,77015
Connecticut,2020-11-05,77060
Colorado,2020-10-09,77068
New Mexico,2020-11-20,77098
Washington,2020-08-30,77122
Minnesota,2020-09-02,77137
Montana,2020-12-20,77170
Puerto Rico,2020-11-17,77200
Ohio,2020-07-21,77215
Wisconsin,2020-08-26,77220
North Dakota,2020-11-27,77238
West Virginia,2020-12-24,77239
Missouri,2020-08-24,77254
Mississippi,2020-08-22,77268
Georgia,2020-06-30,77280
Rhode Island,2020-12-17,77290
Pennsylvania,2020-06-02,77315
Florida,2020-06-15,77318
Texas,2020-06-08,77326
Nevada,2020-09-24,77338
Michigan,2020-07-13,77354
Virginia,2020-07-19,77430
Montana,2020-12-21,77456
Puerto Rico,2020-11-18,77525
Idaho,2020-11-11,77536
Delaware,2021-01-30,77551
Utah,2020-10-04,77618
Indiana,2020-08-11,77625
North Carolina,2020-07-08,77661
Illinois,2020-05-10,77662
Washington,2020-08-31,77718
Kentucky,2020-10-06,77741
Maryland,2020-07-18,77773
Massachusetts,2020-05-10,77793
Rhode Island,2020-12-18,77812
Rhode Island,2020-12-19,77812
Rhode Island,2020-12-20,77812
Iowa,2020-09-17,77865
Pennsylvania,2020-06-03,77871
Mississippi,2020-08-23,77894
Oklahoma,2020-09-21,77908
Nevada,2020-09-25,77930
North Dakota,2020-11-28,77941
Tennessee,2020-07-20,77944
Arkansas,2020-09-23,77963
Montana,2020-12-22,78017
Michigan,2020-07-14,78045
Puerto Rico,2020-11-19,78046
Colorado,2020-10-10,78047
Washington,2020-09-01,78061
Nebraska,2020-11-05,78061
Delaware,2021-01-31,78071
Kansas,2020-10-23,78122
Connecticut,2020-11-08,78125
Connecticut,2020-11-07,78125
Connecticut,2020-11-06,78125
Alabama,2020-07-25,78130
Wisconsin,2020-08-27,78136
Minnesota,2020-09-03,78175
Kansas,2020-10-24,78177
Oregon,2020-12-02,78206
Louisiana,2020-07-12,78230
Kansas,2020-10-25,78241
Missouri,2020-08-25,78246
South Dakota,2020-11-27,78280
Indiana,2020-08-12,78337
Virginia,2020-07-20,78375
Mississippi,2020-08-24,78405
Pennsylvania,2020-06-04,78428
Massachusetts,2020-05-11,78462
Nevada,2020-09-26,78464
New Jersey,2020-04-17,78467
Delaware,2021-02-01,78495
Washington,2020-09-02,78554
Montana,2020-12-23,78591
South Carolina,2020-07-24,78607
North Dakota,2020-11-29,78664
Kentucky,2020-10-07,78669
Delaware,2021-02-02,78696
Maryland,2020-07-19,78698
Utah,2020-10-05,78733
Ohio,2020-07-22,78742
Colorado,2020-10-11,78752
Nevada,2020-09-27,78820
West Virginia,2020-12-25,78836
Iowa,2020-09-18,78839
Idaho,2020-11-12,78877
Pennsylvania,2020-06-05,78908
California,2020-05-16,78933
Puerto Rico,2020-11-20,78950
Delaware,2021-02-03,78982
Wisconsin,2020-08-28,78984
Minnesota,2020-09-04,79018
Arkansas,2020-09-24,79049
Montana,2020-12-24,79066
Montana,2020-12-25,79066
Oklahoma,2020-09-22,79072
Michigan,2020-07-15,79081
South Dakota,2020-11-28,79099
Washington,2020-09-03,79120
Illinois,2020-05-11,79123
Mississippi,2020-08-25,79206
Delaware,2021-02-04,79225
Maryland,2020-07-20,79251
North Dakota,2020-11-30,79258
Texas,2020-06-09,79271
Alabama,2020-07-26,79294
Oregon,2020-12-03,79294
Nevada,2020-09-28,79313
Massachusetts,2020-05-12,79332
Virginia,2020-07-21,79371
Arizona,2020-06-30,79399
Indiana,2020-08-13,79404
New Mexico,2020-11-21,79440
Utah,2020-10-06,79449
Colorado,2020-10-12,79499
Pennsylvania,2020-06-06,79507
Montana,2020-12-26,79521
Delaware,2021-02-05,79546
Kentucky,2020-10-08,79550
North Carolina,2020-07-09,79564
Missouri,2020-08-26,79588
Georgia,2020-07-01,79589
North Dakota,2020-12-01,79661
Nevada,2020-09-29,79691
Washington,2020-09-04,79721
Wisconsin,2020-08-29,79767
Montana,2020-12-27,79780
Iowa,2020-09-19,79785
Delaware,2021-02-06,79832
South Dakota,2020-11-29,79900
Washington,2020-09-05,79900
Minnesota,2020-09-05,79932
Louisiana,2020-07-13,79935
Arkansas,2020-09-25,79946
Michigan,2020-07-16,79977
Pennsylvania,2020-06-07,80001
South Carolina,2020-07-25,80008
Tennessee,2020-07-21,80026
Puerto Rico,2020-11-21,80049
Montana,2020-12-28,80080
Nevada,2020-09-30,80084
Florida,2020-06-16,80101
Mississippi,2020-08-26,80110
Maryland,2020-07-21,80111
North Dakota,2020-12-02,80141
Oklahoma,2020-09-23,80161
West Virginia,2020-12-26,80177
Ohio,2020-07-23,80186
Rhode Island,2020-12-21,80231
Wisconsin,2020-08-30,80311
California,2020-05-17,80366
Washington,2020-09-06,80369
Virginia,2020-07-22,80393
Iowa,2020-09-20,80410
Colorado,2020-10-13,80414
Pennsylvania,2020-06-08,80432
Idaho,2020-11-13,80440
South Dakota,2020-11-30,80464
Kansas,2020-10-26,80473
Washington,2020-09-07,80485
Massachusetts,2020-05-13,80497
Nevada,2020-10-01,80507
Indiana,2020-08-14,80507
Montana,2020-12-29,80516
Utah,2020-10-07,80522
Delaware,2021-02-07,80594
Kentucky,2020-10-09,80633
Minnesota,2020-09-06,80639
Nebraska,2020-11-06,80693
Mississippi,2020-08-27,80695
West Virginia,2020-12-27,80710
Wisconsin,2020-08-31,80733
Maryland,2020-07-22,80738
Michigan,2020-07-17,80752
Arkansas,2020-09-26,80755
Kansas,2020-10-27,80761
South Dakota,2020-12-01,80912
Missouri,2020-08-27,80913
Delaware,2021-02-08,80931
Pennsylvania,2020-06-09,80964
Iowa,2020-09-21,81006
Washington,2020-09-08,81048
Puerto Rico,2020-11-22,81074
North Dakota,2020-12-03,81111
Alabama,2020-07-27,81115
Rhode Island,2020-12-22,81187
South Carolina,2020-07-26,81199
Colorado,2020-10-14,81205
Delaware,2021-02-09,81210
Virginia,2020-07-23,81237
Arkansas,2020-09-27,81242
Oklahoma,2020-09-24,81244
Minnesota,2020-09-07,81277
Nevada,2020-10-02,81285
Mississippi,2020-08-28,81294
Montana,2020-12-30,81352
Michigan,2020-07-18,81384
Maryland,2020-07-23,81396
Pennsylvania,2020-06-10,81410
New Jersey,2020-04-18,81420
West Virginia,2020-12-28,81436
Oregon,2020-12-04,81441
Delaware,2021-02-10,81461
Connecticut,2020-11-09,81463
Washington,2020-09-09,81528
Indiana,2020-08-15,81561
Idaho,2020-11-14,81625
Kentucky,2020-10-10,81630
Minnesota,2020-09-08,81660
Iowa,2020-09-22,81674
Wisconsin,2020-09-01,81688
Montana,2021-01-01,81701
Montana,2020-12-31,81701
North Carolina,2020-07-10,81737
Ohio,2020-07-24,81746
Texas,2020-06-10,81771
Puerto Rico,2020-11-23,81815
Nevada,2020-10-03,81829
Delaware,2021-02-11,81875
New Mexico,2020-11-22,81896
Minnesota,2020-09-09,81920
Michigan,2020-07-19,81935
California,2020-05-18,81943
Pennsylvania,2020-06-11,81944
North Dakota,2020-12-04,81955
Utah,2020-10-08,81975
Montana,2021-01-02,81991
Mississippi,2020-08-29,82029
Arkansas,2020-09-28,82049
Rhode Island,2020-12-25,82066
Rhode Island,2020-12-26,82066
Rhode Island,2020-12-24,82066
Rhode Island,2020-12-23,82066
Rhode Island,2020-12-27,82066
Washington,2020-09-10,82125
Nevada,2020-10-04,82134
Louisiana,2020-07-14,82150
Puerto Rico,2020-11-24,82163
Tennessee,2020-07-22,82172
Massachusetts,2020-05-14,82182
South Dakota,2020-12-02,82203
Wisconsin,2020-09-02,82261
Delaware,2021-02-12,82263
Minnesota,2020-09-10,82301
Indiana,2020-08-16,82304
Maryland,2020-07-24,82326
Puerto Rico,2020-11-25,82340
Kentucky,2020-10-11,82358
Virginia,2020-07-24,82364
Alabama,2020-07-28,82366
Montana,2021-01-03,82381
Nebraska,2020-11-07,82395
South Carolina,2020-07-27,82417
Colorado,2020-10-15,82443
Missouri,2020-08-28,82449
Georgia,2020-07-02,82475
Michigan,2020-07-20,82486
North Dakota,2020-12-05,82510
Oklahoma,2020-09-25,82520
Nevada,2020-10-05,82544
Idaho,2020-11-15,82545
Pennsylvania,2020-06-12,82578
Washington,2020-09-11,82590
Delaware,2021-02-13,82672
Mississippi,2020-08-30,82676
Florida,2020-06-17,82711
Montana,2021-01-04,82753
Arkansas,2020-09-29,82755
Minnesota,2020-09-11,82768
West Virginia,2020-12-29,82773
Puerto Rico,2020-11-26,82841
Indiana,2020-08-17,82909
Mississippi,2020-08-31,82950
Iowa,2020-09-23,82956
Washington,2020-09-12,82957
Connecticut,2020-11-10,82987
North Dakota,2020-12-06,82987
Pennsylvania,2020-06-13,82988
Delaware,2021-02-14,83003
Nevada,2020-10-06,83036
Kentucky,2020-10-12,83074
Wisconsin,2020-09-03,83119
Illinois,2020-05-12,83168
Washington,2020-09-13,83177
Ohio,2020-07-25,83184
Michigan,2020-07-21,83184
Delaware,2021-02-15,83239
Oregon,2020-12-05,83243
Pennsylvania,2020-06-14,83301
Utah,2020-10-09,83307
South Dakota,2020-12-03,83348
North Dakota,2020-12-07,83348
Delaware,2021-02-16,83369
Massachusetts,2020-05-15,83421
Kansas,2020-10-28,83485
Nevada,2020-10-07,83500
Oklahoma,2020-09-26,83510
Montana,2021-01-05,83529
Delaware,2021-02-17,83581
Mississippi,2020-09-01,83584
Virginia,2020-07-25,83609
Maryland,2020-07-25,83617
Minnesota,2020-09-12,83640
Pennsylvania,2020-06-15,83687
Arkansas,2020-09-30,83697
Colorado,2020-10-16,83712
Texas,2020-06-11,83772
Alabama,2020-07-29,83782
Indiana,2020-08-18,83799
Kansas,2020-10-29,83838
Delaware,2021-02-18,83852
Washington,2020-09-14,83861
Michigan,2020-07-22,83891
Idaho,2020-11-16,83906
Kentucky,2020-10-13,83967
Nebraska,2020-11-08,83969
Nevada,2020-10-08,83971
Missouri,2020-08-29,83973
California,2020-05-19,83981
Iowa,2020-09-24,83993
North Carolina,2020-07-11,83996
Ohio,2020-07-26,84073
Pennsylvania,2020-06-16,84077
South Carolina,2020-07-28,84109
New Mexico,2020-11-23,84148
Arizona,2020-07-01,84152
Montana,2021-01-06,84155
Delaware,2021-02-19,84181
Washington,2020-09-15,84222
West Virginia,2020-12-30,84225
Louisiana,2020-07-15,84241
Puerto Rico,2020-11-27,84293
Maryland,2020-07-26,84306
Indiana,2020-08-19,84308
Oklahoma,2020-09-27,84333
Minnesota,2020-09-13,84363
New York,2020-04-01,84364
Mississippi,2020-09-02,84365
Pennsylvania,2020-06-17,84387
South Dakota,2020-12-04,84398
Oregon,2020-12-06,84496
Wisconsin,2020-09-04,84519
Delaware,2021-02-20,84531
Virginia,2020-07-26,84567
Michigan,2020-07-23,84585
Tennessee,2020-07-23,84652
Utah,2020-10-10,84697
Washington,2020-09-16,84714
Delaware,2021-02-21,84732
Connecticut,2020-11-11,84741
Pennsylvania,2020-06-18,84780
Nevada,2020-10-09,84785
Colorado,2020-10-17,84804
Arkansas,2020-10-01,84821
Montana,2021-01-07,84848
Illinois,2020-05-13,84874
Massachusetts,2020-05-16,84933
Minnesota,2020-09-14,85001
Iowa,2020-09-25,85031
Georgia,2020-07-03,85079
Washington,2020-09-17,85101
Mississippi,2020-09-03,85116
Missouri,2020-08-30,85133
Ohio,2020-07-27,85177
Oklahoma,2020-09-28,85194
Puerto Rico,2020-11-28,85196
Michigan,2020-07-24,85238
Indiana,2020-08-20,85257
Kentucky,2020-10-14,85278
Pennsylvania,2020-06-19,85288
New Jersey,2020-04-19,85301
South Dakota,2020-12-05,85304
Puerto Rico,2020-11-29,85317
